Libelle_Departement,Libelle_Commune,Nombre_Etablissements,Population_Totale,Ratio_100k
CREUSE,23340 GENTIOUX PIGEROLLES,1,377,265.25
CREUSE,23230 GOUZON,4,1587,252.05
CREUSE,23000 GUERET,72,13444,535.55
CREUSE,23140 JARNAGES,1,484,206.61
CREUSE,23800 LA CELLE DUNOISE,2,556,359.71
CREUSE,23350 LA CELLETTE,1,258,387.6
CREUSE,23000 LA CHAPELLE TAILLEFERT,1,454,220.26
CREUSE,23100 LA COURTINE,3,744,403.23
CREUSE,23300 LA SOUTERRAINE,24,5155,465.57
CREUSE,23150 LAVAVEIX LES MINES,1,645,155.04
CREUSE,23240 LE GRAND BOURG,3,1215,246.91
CREUSE,23460 LE MONTEIL AU VICOMTE,1,220,454.55
CREUSE,23170 LEPAUD,1,375,266.67
CREUSE,23700 MAINSAT,1,541,184.84
CREUSE,23210 MARSAC,3,658,455.93
CREUSE,23420 MERINCHAL,1,677,147.71
CREUSE,23210 MOURIOUX VIEILLEVILLE,1,537,186.22
CREUSE,23200 MOUTIER ROZEILLE,3,441,680.27
CREUSE,23300 NOTH,1,504,198.41
CREUSE,23140 PIONNAT,1,726,137.74
CREUSE,23250 PONTARION,1,362,276.24
CREUSE,23460 ROYERE DE VASSIVIERE,2,579,345.42
CREUSE,23400 ST DIZIER MASBARAUD,1,1154,86.66
CREUSE,23250 ST GEORGES LA POUGE,1,367,272.48
CREUSE,23460 ST MARC A LOUBAUD,1,127,787.4
CREUSE,23460 ST MARTIN CHATEAU,1,157,636.94
CREUSE,23300 ST MAURICE LA SOUTERRAINE,1,1144,87.41
CREUSE,23200 ST MEDARD LA ROCHETTE,1,565,176.99
CREUSE,23400 ST MOREIL,1,220,454.55
CREUSE,23160 ST SEBASTIEN,1,639,156.49
CREUSE,23000 ST SULPICE LE GUERETOIS,4,1933,206.93
CREUSE,23320 ST VAURY,7,1870,374.33
CREUSE,23000 ST VICTOR EN MARCHE,1,355,281.69
CREUSE,23000 STE FEYRE,6,2606,230.24
CREUSE,23250 SARDENT,1,776,128.87
CREUSE,23120 VALLIERE,1,726,137.74
CREUSE,23170 VIERSAT,1,286,349.65
DEUX SEVRES,79230 AIFFRES,9,5594,160.89
DEUX SEVRES,79370 AIGONDIGNE,3,4817,62.28
DEUX SEVRES,79600 AIRVAULT,4,3342,119.69
DEUX SEVRES,79110 ALLOINAY,1,922,108.46
DEUX SEVRES,79130 ALLONNE,1,635,157.48
DEUX SEVRES,79210 ARCAIS,1,609,164.2
DEUX SEVRES,79150 ARGENTONNAY,4,3312,120.77
DEUX SEVRES,79400 AZAY LE BRULE,3,2036,147.35
DEUX SEVRES,79370 BEAUSSAIS VITRE,1,1008,99.21
DEUX SEVRES,79360 BEAUVOIR SUR NIORT,6,1806,332.23
DEUX SEVRES,79160 BECELEUF,1,774,129.2
DEUX SEVRES,79000 BESSINES,2,1937,103.25
DEUX SEVRES,79300 BOISME,1,1193,83.82
DEUX SEVRES,79600 BOUSSAIS,1,457,218.82
DEUX SEVRES,79300 BRESSUIRE,36,20828,172.84
DEUX SEVRES,79170 BRIEUIL SUR CHIZE,1,103,970.87
DEUX SEVRES,79170 BRIOUX SUR BOUTONNE,8,1483,539.45
DEUX SEVRES,79370 CELLES SUR BELLE,6,3915,153.26
DEUX SEVRES,79140 CERIZAY,11,4875,225.64
DEUX SEVRES,79220 CHAMPDENIERS,6,1831,327.69
DEUX SEVRES,79200 CHATILLON SUR THOUET,8,2731,292.93
DEUX SEVRES,79180 CHAURAY,14,7384,189.6
DEUX SEVRES,79110 CHEF BOUTONNE,10,2494,400.96
DEUX SEVRES,79410 CHERVEUX,5,1915,261.1
DEUX SEVRES,79350 CHICHE,1,1732,57.74
DEUX SEVRES,79170 CHIZE,5,860,581.4
DEUX SEVRES,79420 CLAVE,1,360,277.78
DEUX SEVRES,79510 COULON,6,2327,257.84
DEUX SEVRES,79160 COULONGES SUR L AUTIZE,10,2395,417.54
DEUX SEVRES,79440 COURLAY,4,2451,163.2
DEUX SEVRES,79110 COUTURE D ARGENSON,4,410,975.61
DEUX SEVRES,79410 ECHIRE,8,3632,220.26
DEUX SEVRES,79270 EPANNES,2,871,229.62
DEUX SEVRES,79350 FAYE L ABBESSE,6,1145,524.02
DEUX SEVRES,79450 FENERY,1,297,336.7
DEUX SEVRES,79230 FORS,1,1863,53.68
DEUX SEVRES,79270 FRONTENAY ROHAN ROHAN,7,3043,230.04
DEUX SEVRES,79230 JUSCORPS,1,386,259.07
DEUX SEVRES,79240 L ABSIE,2,1094,182.82
DEUX SEVRES,79220 LA CHAPELLE BATON,1,425,235.29
DEUX SEVRES,79430 LA CHAPELLE ST LAURENT,2,2108,94.88
DEUX SEVRES,79260 LA CRECHE,6,5818,103.13
DEUX SEVRES,79380 LA FORET SUR SEVRE,4,2310,173.16
DEUX SEVRES,79800 LA MOTHE ST HERAY,9,1686,533.81
DEUX SEVRES,79700 LA PETITE BOISSIERE,2,643,311.04
DEUX SEVRES,79200 LA PEYRATTE,3,1143,262.47
DEUX SEVRES,79270 LA ROCHENARD,1,541,184.84
DEUX SEVRES,79240 LARGEASSE,2,758,263.85
DEUX SEVRES,79140 LE PIN,2,1094,182.82
DEUX SEVRES,79200 LE TALLUD,5,2028,246.55
DEUX SEVRES,79120 LEZAY,7,2040,343.14
DEUX SEVRES,79190 LIMALONGES,1,860,116.28
DEUX SEVRES,79290 LORETZ D ARGENTON,5,2639,189.47
DEUX SEVRES,79330 LUCHE THOUARSAIS,1,544,183.82
DEUX SEVRES,79460 MAGNE,2,2769,72.23
DEUX SEVRES,79500 MARCILLE,1,744,134.41
DEUX SEVRES,79700 MAULEON,9,8866,101.51
DEUX SEVRES,79210 MAUZE SUR LE MIGNON,4,2966,134.86
DEUX SEVRES,79310 MAZIERES EN GATINE,2,1051,190.29
DEUX SEVRES,79500 MELLE,22,6063,362.86
DEUX SEVRES,79340 MENIGOUTE,4,864,462.96
DEUX SEVRES,79320 MONCOUTANT SUR SEVRE,12,5275,227.49
DEUX SEVRES,79400 NANTEUIL,1,1734,57.67
DEUX SEVRES,79000 NIORT,159,61895,256.89
DEUX SEVRES,79250 NUEIL LES AUBIERS,6,5669,105.84
DEUX SEVRES,79800 PAMPROUX,2,1704,117.37
DEUX SEVRES,79200 PARTHENAY,38,10520,361.22
DEUX SEVRES,79170 PERIGNE,3,988,303.64
DEUX SEVRES,79100 PLAINE ET VALLEES,3,2383,125.89
DEUX SEVRES,79200 POMPAIRE,5,2102,237.87
DEUX SEVRES,79230 PRAHECQ,2,2314,86.43
DEUX SEVRES,79420 REFFANNES,2,389,514.14
DEUX SEVRES,79700 ST AMAND SUR SEVRE,1,1463,68.35
DEUX SEVRES,79450 ST AUBIN LE CLOUD,2,1796,111.36
DEUX SEVRES,79220 ST CHRISTOPHE SUR ROC,1,589,169.78
DEUX SEVRES,79210 ST GEORGES DE REX,3,441,680.27
DEUX SEVRES,79210 ST HILAIRE LA PALUD,4,1534,260.76
DEUX SEVRES,79100 ST JACQUES DE THOUARS,1,434,230.41
DEUX SEVRES,79100 ST LEGER DE MONTBRUN,1,1280,78.12
DEUX SEVRES,79600 ST LOUP LAMAIRE,5,1097,455.79
DEUX SEVRES,79400 ST MAIXENT L ECOLE,18,7577,237.56
DEUX SEVRES,79310 ST MARC LA LANDE,1,371,269.54
DEUX SEVRES,79230 ST MARTIN DE BERNEGOUE,1,833,120.05
DEUX SEVRES,79100 ST MARTIN DE MACON,2,324,617.28
DEUX SEVRES,79290 ST MARTIN DE SANZAY,1,1054,94.88
DEUX SEVRES,79310 ST PARDOUX SOUTIERS,4,1916,208.77
DEUX SEVRES,79270 ST SYMPHORIEN,2,2061,97.04
DEUX SEVRES,79330 ST VARENT,5,2440,204.92
DEUX SEVRES,79100 STE VERGE,3,1434,209.21
DEUX SEVRES,79190 SAUZE VAUSSAIS,5,1524,328.08
DEUX SEVRES,79000 SCIECQ,2,671,298.06
DEUX SEVRES,79130 SECONDIGNY,2,1868,107.07
DEUX SEVRES,79390 THENEZAY,3,1416,211.86
DEUX SEVRES,79100 THOUARS,40,14226,281.18
DEUX SEVRES,79290 VAL EN VIGNES,3,2145,139.86
DEUX SEVRES,79340 VASLES,2,1696,117.92
DEUX SEVRES,79420 VAUSSEROUX,2,338,591.72
DEUX SEVRES,79310 VERRUYES,1,916,109.17
DEUX SEVRES,79170 VILLEFOLLET,2,206,970.87
DEUX SEVRES,79160 VILLIERS EN PLAINE,2,1835,108.99
DEUX SEVRES,79230 VOUILLE,3,3643,82.35
DORDOGNE,24460 AGONAC,3,1832,163.76
DORDOGNE,24430 ANNESSE ET BEAULIEU,3,1524,196.85
DORDOGNE,24420 ANTONNE ET TRIGONANT,4,1239,322.84
DORDOGNE,24330 BASSILLAC ET AUBEROCHE,3,4448,67.45
DORDOGNE,24440 BEAUMONTOIS EN PERIGORD,4,1766,226.5
DORDOGNE,24140 BELEYMAS,4,286,1398.6
DORDOGNE,24100 BERGERAC,80,27626,289.58
DORDOGNE,24220 BEYNAC ET CAZENAC,1,458,218.34
DORDOGNE,24750 BOULAZAC ISLE MANOIRE,18,10963,164.19
DORDOGNE,24310 BOURDEILLES,3,809,370.83
DORDOGNE,24310 BRANTOME EN PERIGORD,9,3820,235.6
DORDOGNE,24540 CAPDROT,1,473,211.42
DORDOGNE,24370 CARLUX,1,667,149.93
DORDOGNE,24200 CARSAC AILLAC,2,1576,126.9
DORDOGNE,24250 CASTELNAUD LA CHAPELLE,1,458,218.34
DORDOGNE,24220 CASTELS ET BEZENAC,2,820,243.9
DORDOGNE,24250 CENAC ET ST JULIEN,1,1220,81.97
DORDOGNE,24530 CHAMPAGNAC DE BELAIR,2,797,250.94
DORDOGNE,24750 CHAMPCEVINEL,5,3148,158.83
DORDOGNE,24650 CHANCELADE,4,4533,88.24
DORDOGNE,24460 CHATEAU L EVEQUE,2,2196,91.07
DORDOGNE,24390 CHERVEIX CUBAS,1,561,178.25
DORDOGNE,24800 CORGNAC SUR L ISLE,1,875,114.29
DORDOGNE,24660 COULOUNIEIX CHAMIERS,7,7815,89.57
DORDOGNE,24430 COURSAC,1,2379,42.03
DORDOGNE,24150 COUZE ET ST FRONT,2,730,273.97
DORDOGNE,24100 CREYSSE,3,1774,169.11
DORDOGNE,24640 CUBJAC AUVEZERE VAL D ANS,3,1127,266.19
DORDOGNE,24250 DOMME,3,926,323.97
DORDOGNE,24160 EXCIDEUIL,9,1225,734.69
DORDOGNE,24700 EYGURANDE ET GARDEDEUIL,1,412,242.72
DORDOGNE,24500 EYMET,7,2598,269.44
DORDOGNE,24680 GARDONNE,3,1636,183.37
DORDOGNE,24160 GENIS,1,514,194.55
DORDOGNE,24320 GOUT ROSSIGNOL,1,367,272.48
DORDOGNE,24390 HAUTEFORT,4,831,481.35
DORDOGNE,24560 ISSIGEAC,2,757,264.2
DORDOGNE,24300 JAVERLHAC LA CHAPELLE ST R,1,0,0.0
DORDOGNE,24630 JUMILHAC LE GRAND,3,1183,253.59
DORDOGNE,24210 LA BACHELLERIE,1,916,109.17
DORDOGNE,24450 LA COQUILLE,4,1271,314.71
DORDOGNE,24130 LA FORCE,9,2779,323.86
DORDOGNE,24490 LA ROCHE CHALAIS,4,3072,130.21
DORDOGNE,24320 LA TOUR BLANCHE CERCLES,2,563,355.24
DORDOGNE,24150 LALINDE,12,2980,402.68
DORDOGNE,24680 LAMONZIE ST MARTIN,1,2787,35.88
DORDOGNE,24230 LAMOTHE MONTRAVEL,1,1452,68.87
DORDOGNE,24270 LANOUAILLE,4,959,417.1
DORDOGNE,24260 LE BUGUE,10,2667,374.95
DORDOGNE,24480 LE BUISSON DE CADOUIN,4,2001,199.9
DORDOGNE,24130 LE FLEIX,3,1533,195.69
DORDOGNE,24570 LE LARDIN ST LAZARE,2,1704,117.37
DORDOGNE,24700 LE PIZOU,1,1438,69.54
DORDOGNE,24100 LEMBRAS,1,1280,78.12
DORDOGNE,24620 LES EYZIES,1,1151,86.88
DORDOGNE,24350 LISLE,2,885,225.99
DORDOGNE,24540 LOLME,2,193,1036.27
DORDOGNE,24340 MAREUIL EN PERIGORD,4,2360,169.49
DORDOGNE,24430 MARSAC SUR L ISLE,2,3219,62.13
DORDOGNE,24220 MEYRALS,1,727,137.55
DORDOGNE,24450 MIALET,1,634,157.73
DORDOGNE,24540 MONPAZIER,2,448,446.43
DORDOGNE,24140 MONTAGNAC LA CREMPSE,1,399,250.63
DORDOGNE,24290 MONTIGNAC,7,2811,249.02
DORDOGNE,24700 MONTPON MENESTEROL,20,5914,338.18
DORDOGNE,24520 MOULEYDIER,1,1166,85.76
DORDOGNE,24700 MOULIN NEUF,2,979,204.29
DORDOGNE,24400 MUSSIDAN,10,2823,354.23
DORDOGNE,24190 NEUVIC,6,3717,161.42
DORDOGNE,24300 NONTRON,14,3174,441.08
DORDOGNE,24170 PAYS DE BELVES,8,1348,593.47
DORDOGNE,24270 PAYZAC,2,997,200.6
DORDOGNE,24000 PERIGUEUX,102,31360,325.26
DORDOGNE,24360 PIEGUT PLUVIERS,2,1196,167.22
DORDOGNE,33220 PORT STE FOY ET PONCHAPT,5,2557,195.54
DORDOGNE,24370 PRATS DE CARLUX,1,506,197.63
DORDOGNE,24130 PRIGONRIEUX,5,4440,112.61
DORDOGNE,24430 RAZAC SUR L ISLE,2,2415,82.82
DORDOGNE,24240 RIBAGNAC,1,338,295.86
DORDOGNE,24600 RIBERAC,20,3929,509.04
DORDOGNE,24580 ROUFFIGNAC ST CERNIN DE RE,4,1696,235.85
DORDOGNE,24340 RUDEAU LADOSSE,1,158,632.91
DORDOGNE,24230 ST ANTOINE DE BREUILH,1,1812,55.19
DORDOGNE,24110 ST ASTIER,12,5403,222.1
DORDOGNE,24410 ST AULAYE PUYMANGOU,7,1457,480.44
DORDOGNE,24220 ST CYPRIEN,4,1593,251.1
DORDOGNE,24510 ST FELIX DE VILLADEIX,1,323,309.6
DORDOGNE,24800 ST JEAN DE COLE,1,371,269.54
DORDOGNE,24800 ST JORY DE CHALAIS,1,578,173.01
DORDOGNE,24370 ST JULIEN DE LAMPON,1,672,148.81
DORDOGNE,24110 ST LEON SUR L ISLE,2,2100,95.24
DORDOGNE,24250 ST MARTIAL DE NABIRAT,1,589,169.78
DORDOGNE,24610 ST MEARD DE GURCON,1,812,123.15
DORDOGNE,24400 ST MEDARD DE MUSSIDAN,3,1651,181.71
DORDOGNE,24470 ST PARDOUX LA RIVIERE,3,1189,252.31
DORDOGNE,24130 ST PIERRE D EYRAUD,1,1821,54.91
DORDOGNE,24330 ST PIERRE DE CHIGNAC,2,954,209.64
DORDOGNE,24170 ST POMPONT,1,364,274.73
DORDOGNE,24410 ST PRIVAT EN PERIGORD,2,1140,175.44
DORDOGNE,24190 ST VINCENT DE CONNEZAC,1,683,146.41
DORDOGNE,24640 STE EULALIE D ANS,1,299,334.45
DORDOGNE,24170 STE FOY DE BELVES,1,142,704.23
DORDOGNE,24160 SALAGNAC,7,722,969.53
DORDOGNE,24590 SALIGNAC EYVIGUES,4,1255,318.73
DORDOGNE,24660 SANILHAC,6,4822,124.43
DORDOGNE,24200 SARLAT LA CANEDA,38,9143,415.62
DORDOGNE,24420 SARLIAC SUR L ISLE,1,1067,93.72
DORDOGNE,24420 SAVIGNAC LES EGLISES,1,964,103.73
DORDOGNE,24240 SIGOULES ET FLAUGEAC,5,1452,344.35
DORDOGNE,24170 SIORAC EN PERIGORD,1,1095,91.32
DORDOGNE,24420 SORGES ET LIGUEUX EN PERIG,1,1670,59.88
DORDOGNE,24122 TERRASSON CEDEX,1,713,140.25
DORDOGNE,24120 TERRASSON LAVILLEDIEU,11,6372,172.63
DORDOGNE,24210 THENON,3,1280,234.38
DORDOGNE,24800 THIVIERS,11,3077,357.49
DORDOGNE,24350 TOCANE ST APRE,4,1795,222.84
DORDOGNE,24750 TRELISSAC,15,7519,199.49
DORDOGNE,24510 VAL DE LOUYRE ET CAUDEAU,4,1612,248.14
DORDOGNE,24230 VELINES,3,1069,280.64
DORDOGNE,24380 VERGT,6,1767,339.56
DORDOGNE,24320 VERTEILLAC,2,556,359.71
DORDOGNE,24140 VILLAMBLARD,4,882,453.51
DORDOGNE,24610 VILLEFRANCHE DE LONCHAT,2,975,205.13
DORDOGNE,24550 VILLEFRANCHE DU PERIGORD,4,681,587.37
DOUBS,25220 AMAGNEY,1,946,105.71
DOUBS,25330 AMANCEY,4,742,539.08
DOUBS,25610 ARC ET SENANS,2,1649,121.29
DOUBS,25750 ARCEY,1,1531,65.32
DOUBS,25400 AUDINCOURT,15,14251,105.26
DOUBS,25720 AVANNE AVENEY,3,2264,132.51
DOUBS,25690 AVOUDREY,2,973,205.55
DOUBS,25420 BART,2,2073,96.48
DOUBS,25110 BAUME LES DAMES,21,5202,403.69
DOUBS,25550 BAVANS,2,3634,55.04
DOUBS,25380 BELLEHERBE,1,638,156.74
DOUBS,25000 BESANCON,277,123272,224.71
DOUBS,25200 BETHONCOURT,4,5363,74.59
DOUBS,25720 BEURE,2,1357,147.38
DOUBS,25520 BIANS LES USIERS,3,0,0.0
DOUBS,25310 BLAMONT,2,1263,158.35
DOUBS,25210 BONNETAGE,2,1023,195.5
DOUBS,25360 BOUCLANS,1,1082,92.42
DOUBS,25600 BROGNARD,1,488,204.92
DOUBS,25220 CHALEZEULE,1,1353,73.91
DOUBS,25140 CHARQUEMONT,1,2921,34.23
DOUBS,25870 CHATILLON LE DUC,4,2078,192.49
DOUBS,25320 CHEMAUDIN ET VAUX,2,2157,92.72
DOUBS,25260 COLOMBIER FONTAINE,1,1234,81.04
DOUBS,25870 CUSSEY SUR L OGNON,1,1074,93.11
DOUBS,25490 DAMPIERRE LES BOIS,1,1592,62.81
DOUBS,25450 DAMPRICHARD,3,1869,160.51
DOUBS,25230 DASLE,1,1396,71.63
DOUBS,25960 DELUZ,1,633,157.98
DOUBS,25750 DESANDANS,1,736,135.87
DOUBS,25870 DEVECEY,2,1349,148.26
DOUBS,25300 DOUBS,4,3386,118.13
DOUBS,25480 ECOLE VALENTIN,4,2665,150.09
DOUBS,25170 EMAGNY,1,628,159.24
DOUBS,25290 EPEUGNEY,2,612,326.8
DOUBS,25580 ETALANS,4,1682,237.81
DOUBS,25460 ETUPES,6,3778,158.81
DOUBS,25400 EXINCOURT,3,3331,90.06
DOUBS,25490 FESCHES LE CHATEL,1,2188,45.7
DOUBS,25390 FLANGEBOUCHE,2,853,234.47
DOUBS,25770 FRANOIS,4,2290,174.67
DOUBS,25560 FRASNE,4,1984,201.61
DOUBS,25650 GILLEY,5,1842,271.44
DOUBS,25200 GRAND CHARMONT,8,5939,134.7
DOUBS,25570 GRAND COMBE CHATELEU,1,1534,65.19
DOUBS,25320 GRANDFONTAINE,1,1854,53.94
DOUBS,25300 GRANGES NARBOZ,2,1408,142.05
DOUBS,25310 HERIMONCOURT,9,3582,251.26
DOUBS,25300 HOUTAUD,1,1225,81.63
DOUBS,25250 L ISLE SUR LE DOUBS,6,2875,208.7
DOUBS,25300 LA CLUSE ET MIJOUX,2,1345,148.7
DOUBS,25160 LABERGEMENT STE MARIE,1,1289,77.58
DOUBS,25210 LE RUSSEY,3,2601,115.34
DOUBS,25440 LE VAL,1,263,380.23
DOUBS,25870 LES AUXONS,2,2576,77.64
DOUBS,25500 LES FINS,3,3161,94.91
DOUBS,25370 LES HOPITAUX NEUFS,1,968,103.31
DOUBS,25580 LES PREMIERS SAPINS,2,1603,124.77
DOUBS,25270 LEVIER,7,2588,270.48
DOUBS,25390 LORAY,1,652,153.37
DOUBS,25120 MAICHE,16,4330,369.52
DOUBS,25620 MAMIROLLE,4,1860,215.05
DOUBS,25350 MANDEURE,5,4814,103.86
DOUBS,25700 MATHAY,2,2178,91.83
DOUBS,25370 METABIEF,1,1432,69.83
DOUBS,25480 MISEREY SALINES,1,2696,37.09
DOUBS,25200 MONTBELIARD,109,25999,419.25
DOUBS,25260 MONTENOIS,2,1440,138.89
DOUBS,25320 MONTFERRAND LE CHATEAU,3,2233,134.35
DOUBS,25660 MORRE,1,1384,72.25
DOUBS,25500 MORTEAU,20,7243,276.13
DOUBS,25240 MOUTHE,7,1059,661.0
DOUBS,25600 NOMMAY,1,1637,61.09
DOUBS,25220 NOVILLARS,6,1367,438.92
DOUBS,25390 ORCHAMPS VENNES,3,2240,133.93
DOUBS,25290 ORNANS,12,4506,266.31
DOUBS,25160 OYE ET PALLET,1,740,135.14
DOUBS,25340 PAYS DE CLERVAL,2,1182,169.2
DOUBS,25170 PELOUSEY,1,1612,62.03
DOUBS,25510 PIERREFONTAINE LES VARANS,4,1399,285.92
DOUBS,25480 PIREY,2,2232,89.61
DOUBS,25150 PONT DE ROIDE VERMONDANS,10,4027,248.32
DOUBS,25300 PONTARLIER,58,18791,308.66
DOUBS,25115 POUILLEY LES VIGNES,3,2198,136.49
DOUBS,25440 QUINGEY,11,1336,823.35
DOUBS,25170 RECOLOGNE,1,723,138.31
DOUBS,25640 RIGNEY,2,391,511.51
DOUBS,25220 ROCHE LEZ BEAUPRE,3,2205,136.05
DOUBS,25680 ROUGEMONT,8,1036,772.2
DOUBS,25640 ROULANS,1,1149,87.03
DOUBS,25190 ST HIPPOLYTE,2,978,204.5
DOUBS,25410 ST VIT,5,5115,97.75
DOUBS,25113 STE MARIE,1,669,149.48
DOUBS,25630 STE SUZANNE,2,1486,134.59
DOUBS,25430 SANCEY,4,1383,289.23
DOUBS,25660 SAONE,3,3210,93.46
DOUBS,25230 SELONCOURT,5,5953,83.99
DOUBS,25600 SOCHAUX,11,3813,288.49
DOUBS,25400 TAILLECOURT,1,1160,86.21
DOUBS,25220 THISE,4,3028,132.1
DOUBS,25800 VALDAHON,18,5824,309.07
DOUBS,25700 VALENTIGNEY,11,10801,101.84
DOUBS,25380 VAUCLUSE,1,140,714.29
DOUBS,25410 VELESMES ESSARTS,1,369,271.0
DOUBS,25530 VERCEL VILLEDIEU LE CAMP,4,1816,220.26
DOUBS,25600 VIEUX CHARMONT,1,2867,34.88
DOUBS,25270 VILLENEUVE D AMONT,1,244,409.84
DOUBS,25130 VILLERS LE LAC,2,5346,37.41
DOUBS,25420 VOUJEAUCOURT,1,3218,31.08
DOUBS,25840 VUILLAFANS,1,691,144.72
DROME,26140 ALBON,1,1979,50.53
DROME,26300 ALIXAN,2,2754,72.62
DROME,26780 ALLAN,1,1963,50.94
DROME,26400 ALLEX,3,2687,111.65
DROME,26140 ANNEYRON,5,4254,117.54
DROME,26400 AOUSTE SUR SYE,8,2739,292.08
DROME,26260 ARTHEMONAY,1,627,159.49
DROME,26400 BEAUFORT SUR GERVANNE,1,496,201.61
DROME,26760 BEAUMONT LES VALENCE,3,4360,68.81
DROME,26800 BEAUVALLON,2,1662,120.34
DROME,26300 BESAYES,4,1330,300.75
DROME,26790 BOUCHET,1,1450,68.97
DROME,26460 BOURDEAUX,8,695,1151.08
DROME,26300 BOURG DE PEAGE,15,9950,150.75
DROME,26500 BOURG LES VALENCE,30,20333,147.54
DROME,26170 BUIS LES BARONNIES,12,2290,524.02
DROME,26120 CHABEUIL,6,7023,85.43
DROME,26600 CHANTEMERLE LES BLES,1,1365,73.26
DROME,26450 CHAROLS,1,986,101.42
DROME,26330 CHATEAUNEUF DE GALAURE,6,2429,247.02
DROME,26780 CHATEAUNEUF DU RHONE,3,2861,104.86
DROME,26300 CHATEAUNEUF SUR ISERE,4,4282,93.41
DROME,26410 CHATILLON EN DIOIS,3,664,451.81
DROME,26750 CHATILLON ST JEAN,2,1343,148.92
DROME,26300 CHATUZANGE LE GOUBET,4,6488,61.65
DROME,26240 CLAVEYSON,2,941,212.54
DROME,26450 CLEON D ANDRAN,5,1019,490.68
DROME,26260 CLERIEUX,3,1981,151.44
DROME,26110 CONDORCET,2,510,392.16
DROME,26400 CREST,30,8966,334.6
DROME,26110 CURNIER,3,221,1357.47
DROME,26150 DIE,13,5039,257.99
DROME,26220 DIEULEFIT,19,3332,570.23
DROME,26400 DIVAJEU,3,789,380.23
DROME,26290 DONZERE,6,6078,98.72
DROME,26800 ETOILE SUR RHONE,4,5609,71.31
DROME,26400 EURRE,1,1460,68.49
DROME,26750 GENISSIEUX,4,2478,161.42
DROME,26750 GEYSSANS,1,765,130.72
DROME,26400 GRANE,3,2185,137.3
DROME,26230 GRIGNAN,2,1635,122.32
DROME,26390 HAUTERIVES,7,1941,360.64
DROME,26160 LA BATIE ROLLAND,1,1089,91.83
DROME,26790 LA BAUME DE TRANSIT,3,950,315.79
DROME,26160 LA BEGUDE DE MAZENC,3,1785,168.07
DROME,26420 LA CHAPELLE EN VERCORS,2,849,235.57
DROME,26740 LA LAUPIE,1,802,124.69
DROME,26470 LA MOTTE CHALANCON,3,420,714.29
DROME,26400 LA REPARA AURIPLES,1,261,383.14
DROME,26600 LA ROCHE DE GLUN,3,3649,82.21
DROME,26530 LE GRAND SERRE,3,1004,298.8
DROME,26160 LE POET LAVAL,6,994,603.62
DROME,26250 LIVRON SUR DROME,12,9418,127.42
DROME,26270 LORIOL SUR DROME,8,6675,119.85
DROME,26310 LUC EN DIOIS,3,601,499.17
DROME,26620 LUS LA CROIX HAUTE,2,539,371.06
DROME,26780 MALATAVERNE,1,2295,43.57
DROME,26120 MALISSARD,2,3397,58.88
DROME,26300 MARCHES,1,889,112.49
DROME,26150 MARIGNAC EN DIOIS,2,228,877.19
DROME,26740 MARSANNE,1,1305,76.63
DROME,26600 MERCUROL VEAUNES,1,2887,34.64
DROME,26110 MIRABEL AUX BARONNIES,3,1547,193.92
DROME,26400 MIRABEL ET BLACONS,1,1233,81.1
DROME,26740 MONTBOUCHER SUR JABRON,2,2632,75.99
DROME,26570 MONTBRUN LES BAINS,2,447,447.43
DROME,26400 MONTCLAR SUR GERVANNE,1,197,507.61
DROME,26760 MONTELEGER,6,1791,335.01
DROME,26120 MONTELIER,6,4400,136.36
DROME,26200 MONTELIMAR,88,41482,212.14
DROME,26120 MONTMEYRAN,1,3064,32.64
DROME,26800 MONTOISON,1,1968,50.81
DROME,26540 MOURS ST EUSEBE,6,3467,173.06
DROME,26110 NYONS,32,6948,460.56
DROME,26750 PARNANS,1,717,139.47
DROME,26380 PEYRINS,3,2702,111.03
DROME,26700 PIERRELATTE,26,14138,183.9
DROME,26600 PONT DE L ISERE,2,3736,53.53
DROME,26800 PORTES LES VALENCE,10,10533,94.94
DROME,26450 PUY ST MARTIN,1,852,117.37
DROME,26310 RECOUBEAU JANSAC,4,330,1212.12
DROME,26510 REMUZAT,2,326,613.5
DROME,26790 ROCHEGUDE,1,1725,57.97
DROME,26100 ROMANS SUR ISERE,69,33794,204.18
DROME,26340 SAILLANS,1,1442,69.35
DROME,26260 ST DONAT SUR L HERBASSE,13,4295,302.68
DROME,26190 ST JEAN EN ROYANS,10,2874,347.95
DROME,26190 ST LAURENT EN ROYANS,13,1434,906.56
DROME,26320 ST MARCEL LES VALENCE,10,6337,157.8
DROME,26190 ST NAZAIRE EN ROYANS,1,836,119.62
DROME,26770 ST PANTALEON LES VIGNES,2,422,473.93
DROME,26130 ST PAUL TROIS CHATEAUX,10,9211,108.57
DROME,26140 ST RAMBERT D ALBON,7,7022,99.69
DROME,26130 ST RESTITUT,2,1493,133.96
DROME,26210 ST SORLIN EN VALLOIRE,5,2279,219.39
DROME,26190 ST THOMAS EN ROYANS,4,594,673.4
DROME,26240 ST UZE,4,2154,185.7
DROME,26240 ST VALLIER,23,4241,542.32
DROME,26190 STE EULALIE EN ROYANS,1,551,181.49
DROME,26110 STE JALLE,1,338,295.86
DROME,26270 SAULCE SUR RHONE,2,1913,104.55
DROME,26740 SAUZET,1,1892,52.85
DROME,26560 SEDERON,1,241,414.94
DROME,26790 SUZE LA ROUSSE,1,2136,46.82
