Libelle_Departement,Libelle_Commune,Nombre_Etablissements,Population_Totale,Ratio_100k
ILLE ET VILAINE,35111 LA FRESNAIS,1,2558,39.09
ILLE ET VILAINE,35350 LA GOUESNIERE,1,2047,48.85
ILLE ET VILAINE,35130 LA GUERCHE DE BRETAGNE,11,4562,241.12
ILLE ET VILAINE,35520 LA MEZIERE,6,5049,118.84
ILLE ET VILAINE,35780 LA RICHARDAIS,4,2721,147.0
ILLE ET VILAINE,35133 LAIGNELET,1,1253,79.81
ILLE ET VILAINE,35890 LAILLE,2,5300,37.74
ILLE ET VILAINE,35133 LANDEAN,1,1252,79.87
ILLE ET VILAINE,35660 LANGON,2,1418,141.04
ILLE ET VILAINE,35870 LE MINIHIC SUR RANCE,1,1539,64.98
ILLE ET VILAINE,35370 LE PERTRE,3,1397,214.75
ILLE ET VILAINE,35650 LE RHEU,7,10056,69.61
ILLE ET VILAINE,35320 LE SEL DE BRETAGNE,3,1131,265.25
ILLE ET VILAINE,35240 LE THEIL DE BRETAGNE,1,1753,57.05
ILLE ET VILAINE,35540 LE TRONCHET,1,1220,81.97
ILLE ET VILAINE,35133 LECOUSSE,4,3526,113.44
ILLE ET VILAINE,35340 LIFFRE,9,9134,98.53
ILLE ET VILAINE,35450 LIVRE SUR CHANGEON,2,1778,112.49
ILLE ET VILAINE,35270 LOURMAIS,1,342,292.4
ILLE ET VILAINE,35680 LOUVIGNE DE BAIS,3,1911,156.99
ILLE ET VILAINE,35420 LOUVIGNE DU DESERT,6,3431,174.88
ILLE ET VILAINE,35133 LUITRE DOMPIERRE,2,1880,106.38
ILLE ET VILAINE,35460 MAEN ROCH,8,5192,154.08
ILLE ET VILAINE,35240 MARCILLE ROBERT,2,1012,197.63
ILLE ET VILAINE,35640 MARTIGNE FERCHAUD,4,2688,148.81
ILLE ET VILAINE,35380 MAXENT,1,1485,67.34
ILLE ET VILAINE,35360 MEDREAC,2,1881,106.33
ILLE ET VILAINE,35520 MELESSE,6,7511,79.88
ILLE ET VILAINE,35720 MESNIL ROC H,7,4543,154.08
ILLE ET VILAINE,35140 MEZIERES SUR COUESNON,1,1752,57.08
ILLE ET VILAINE,35540 MINIAC MORVAN,1,4465,22.4
ILLE ET VILAINE,35360 MONTAUBAN DE BRETAGNE,8,6776,118.06
ILLE ET VILAINE,35160 MONTFORT SUR MEU,18,6952,258.92
ILLE ET VILAINE,35760 MONTGERMONT,9,3849,233.83
ILLE ET VILAINE,35520 MONTREUIL LE GAST,1,2090,47.85
ILLE ET VILAINE,35440 MONTREUIL SUR ILLE,3,2458,122.05
ILLE ET VILAINE,35310 MORDELLES,11,7958,138.23
ILLE ET VILAINE,35410 NOUVOITOU,2,3791,52.76
ILLE ET VILAINE,35230 NOYAL CHATILLON SUR SEICHE,13,8084,160.81
ILLE ET VILAINE,35530 NOYAL SUR VILAINE,7,6398,109.41
ILLE ET VILAINE,35230 ORGERES,4,5667,70.58
ILLE ET VILAINE,35740 PACE,16,12155,131.63
ILLE ET VILAINE,35380 PAIMPONT,2,1819,109.95
ILLE ET VILAINE,35133 PARIGNE,1,1330,75.19
ILLE ET VILAINE,35550 PIPRIAC,11,3948,278.62
ILLE ET VILAINE,35150 PIRE CHANCE,1,3231,30.95
ILLE ET VILAINE,35470 PLECHATEL,3,2852,105.19
ILLE ET VILAINE,35610 PLEINE FOUGERES,4,2008,199.2
ILLE ET VILAINE,35380 PLELAN LE GRAND,7,4139,169.12
ILLE ET VILAINE,35540 PLERGUER,2,2908,68.78
ILLE ET VILAINE,35720 PLEUGUENEUC,2,2100,95.24
ILLE ET VILAINE,35137 PLEUMELEUC,2,3599,55.57
ILLE ET VILAINE,35730 PLEURTUIT,10,7199,138.91
ILLE ET VILAINE,35320 POLIGNE,1,1279,78.19
ILLE ET VILAINE,35131 PONT PEAN,3,4395,68.26
ILLE ET VILAINE,35600 REDON,61,10086,604.8
ILLE ET VILAINE,35200 RENNES,416,231985,179.32
ILLE ET VILAINE,35240 RETIERS,11,4641,237.02
ILLE ET VILAINE,35140 RIVES DU COUESNON,1,2973,33.64
ILLE ET VILAINE,35133 ROMAGNE,2,2488,80.39
ILLE ET VILAINE,35850 ROMILLE,4,4236,94.43
ILLE ET VILAINE,35610 ROZ SUR COUESNON,1,1053,94.97
ILLE ET VILAINE,35250 ST AUBIN D AUBIGNE,8,4321,185.14
ILLE ET VILAINE,35140 ST AUBIN DU CORMIER,5,4351,114.92
ILLE ET VILAINE,35114 ST BENOIT DES ONDES,1,993,100.7
ILLE ET VILAINE,35800 ST BRIAC SUR MER,3,2296,130.66
ILLE ET VILAINE,35120 ST BROLADRE,3,1186,252.95
ILLE ET VILAINE,35350 ST COULOMB,2,3043,65.72
ILLE ET VILAINE,35220 ST DIDIER,1,2077,48.15
ILLE ET VILAINE,35190 ST DOMINEUC,2,2638,75.82
ILLE ET VILAINE,35230 ST ERBLON,1,3694,27.07
ILLE ET VILAINE,35420 ST GEORGES DE REINTEMBAULT,5,1549,322.79
ILLE ET VILAINE,35590 ST GILLES,3,5565,53.91
ILLE ET VILAINE,35760 ST GREGOIRE,21,10370,202.51
ILLE ET VILAINE,35136 ST JACQUES DE LA LANDE,16,13703,116.76
ILLE ET VILAINE,35430 ST JOUAN DES GUERETS,2,2874,69.59
ILLE ET VILAINE,35800 ST LUNAIRE,3,2717,110.42
ILLE ET VILAINE,35400 ST MALO,118,48513,243.23
ILLE ET VILAINE,35290 ST MEEN LE GRAND,12,4797,250.16
ILLE ET VILAINE,35350 ST MELOIR DES ONDES,3,4771,62.88
ILLE ET VILAINE,35140 ST OUEN DES ALLEUX,3,1334,224.89
ILLE ET VILAINE,35430 ST PERE MARC EN POULET,1,2563,39.02
ILLE ET VILAINE,35190 ST PERN,1,1028,97.28
ILLE ET VILAINE,35133 ST SAUVEUR DES LANDES,5,1594,313.68
ILLE ET VILAINE,35390 ST SULPICE DES LANDES,2,839,238.38
ILLE ET VILAINE,35250 ST SULPICE LA FORET,1,1597,62.62
ILLE ET VILAINE,35630 ST SYMPHORIEN,2,683,292.83
ILLE ET VILAINE,35190 ST THUAL,1,1021,97.94
ILLE ET VILAINE,35390 STE ANNE SUR VILAINE,1,1055,94.79
ILLE ET VILAINE,35600 STE MARIE,3,2315,129.59
ILLE ET VILAINE,35490 SENS DE BRETAGNE,4,2664,150.15
ILLE ET VILAINE,35530 SERVON SUR VILAINE,2,4126,48.47
ILLE ET VILAINE,35550 SIXT SUR AFF,4,2263,176.76
ILLE ET VILAINE,35160 TALENSAC,2,2595,77.07
ILLE ET VILAINE,35235 THORIGNE FOUILLARD,9,8834,101.88
ILLE ET VILAINE,35190 TINTENIAC,7,4100,170.73
ILLE ET VILAINE,35370 TORCE,1,1299,76.98
ILLE ET VILAINE,35560 VAL COUESNON,13,4175,311.38
ILLE ET VILAINE,35330 VAL D ANAST,4,4004,99.9
ILLE ET VILAINE,35450 VAL D IZE,3,2659,112.82
ILLE ET VILAINE,35770 VERN SUR SEICHE,23,8427,272.93
ILLE ET VILAINE,35132 VEZIN LE COQUET,4,6520,61.35
ILLE ET VILAINE,35500 VITRE,53,19439,272.65
INDRE,36140 AIGURANDE,6,1348,445.1
INDRE,36120 ARDENTES,5,3841,130.17
INDRE,36200 ARGENTON SUR CREUSE,20,5042,396.67
INDRE,36500 ARGY,3,584,513.7
INDRE,36330 ARTHON,1,1259,79.43
INDRE,36290 AZAY LE FERRON,3,853,351.7
INDRE,36200 BADECON LE PIN,1,773,129.37
INDRE,36370 BELABRE,1,944,105.93
INDRE,36500 BUZANCAIS,15,4521,331.79
INDRE,36210 CHABRIS,5,2805,178.25
INDRE,36310 CHAILLAC,4,1044,383.14
INDRE,36800 CHASSENEUIL,2,719,278.16
INDRE,36000 CHATEAUROUX,132,44664,295.54
INDRE,36700 CHATILLON SUR INDRE,9,2328,386.6
INDRE,36700 CLION,5,1022,489.24
INDRE,36340 CLUIS,4,996,401.61
INDRE,36300 CONCREMIERS,1,611,163.67
INDRE,36130 DEOLS,13,7770,167.31
INDRE,36240 ECUEILLE,3,1212,247.52
INDRE,36270 EGUZON CHANTOME,2,1351,148.04
INDRE,36120 ETRECHET,2,1021,195.89
INDRE,36100 ISSOUDUN,37,11206,330.18
INDRE,36400 LA CHATRE,25,4164,600.38
INDRE,36350 LA PEROUILLE,1,451,221.73
INDRE,36300 LE BLANC,30,6414,467.73
INDRE,36200 LE PECHEREAU,2,1827,109.47
INDRE,36330 LE POINCONNET,3,6004,49.97
INDRE,36110 LEVROUX,8,2828,282.89
INDRE,36350 LUANT,1,1612,62.03
INDRE,36360 LUCAY LE MALE,2,1335,149.81
INDRE,36220 LUREUIL,1,275,363.64
INDRE,36220 MARTIZAY,1,959,104.28
INDRE,36220 MERIGNY,1,558,179.21
INDRE,36230 MERS SUR INDRE,1,680,147.06
INDRE,36290 MEZIERES EN BRENNE,5,968,516.53
INDRE,36400 MONTGIVRAY,2,1583,126.34
INDRE,36130 MONTIERCHAUME,2,1808,110.62
INDRE,36100 NEUVY PAILLOUX,3,1180,254.24
INDRE,36230 NEUVY ST SEPULCHRE,5,1690,295.86
INDRE,36250 NIHERNE,1,1488,67.2
INDRE,36190 ORSENNES,2,714,280.11
INDRE,36180 PELLEVOISIN,5,849,588.93
INDRE,36160 PERASSAY,2,421,475.06
INDRE,36210 POULAINES,1,831,120.34
INDRE,36160 POULIGNY NOTRE DAME,1,652,153.37
INDRE,36260 REUILLY,3,2041,146.99
INDRE,36170 ROUSSINES,1,364,274.73
INDRE,36120 ST AOUT,2,833,240.1
INDRE,36170 ST BENOIT DU SAULT,3,517,580.27
INDRE,36230 ST DENIS DE JOUHET,1,983,101.73
INDRE,36800 ST GAULTIER,7,1736,403.23
INDRE,36500 ST GENOU,1,957,104.49
INDRE,36200 ST MARCEL,4,1544,259.07
INDRE,36250 ST MAUR,17,3656,464.99
INDRE,36190 ST PLANTAIRE,1,609,164.2
INDRE,36160 STE SEVERE SUR INDRE,3,779,385.11
INDRE,36100 SEGRY,1,498,200.8
INDRE,36220 TOURNON ST MARTIN,5,1145,436.68
INDRE,36600 VALENCAY,23,2283,1007.45
INDRE,36150 VATAN,6,1993,301.05
INDRE,36330 VELLES,2,998,200.4
INDRE,36500 VENDOEUVRES,1,0,0.0
INDRE,36600 VICQ SUR NAHON,2,699,286.12
INDRE,36320 VILLEDIEU SUR INDRE,3,2656,112.95
INDRE,36110 VINEUIL,1,1270,78.74
INDRE ET LOIRE,37160 ABILLY,2,1140,175.44
INDRE ET LOIRE,37340 AMBILLOU,4,1773,225.61
INDRE ET LOIRE,37400 AMBOISE,32,13525,236.6
INDRE ET LOIRE,37260 ARTANNES SUR INDRE,3,2837,105.75
INDRE ET LOIRE,37270 ATHEE SUR CHER,5,2880,173.61
INDRE ET LOIRE,37110 AUTRECHE,1,429,233.1
INDRE ET LOIRE,37110 AUZOUER EN TOURAINE,1,2228,44.88
INDRE ET LOIRE,37420 AVOINE,7,2036,343.81
INDRE ET LOIRE,37190 AZAY LE RIDEAU,13,3506,370.79
INDRE ET LOIRE,37270 AZAY SUR CHER,1,3192,31.33
INDRE ET LOIRE,37510 BALLAN MIRE,11,8519,129.12
INDRE ET LOIRE,37600 BEAULIEU LES LOCHES,4,1776,225.23
INDRE ET LOIRE,37420 BEAUMONT EN VERON,3,2806,106.91
INDRE ET LOIRE,37360 BEAUMONT LOUESTAULT,4,1824,219.3
INDRE ET LOIRE,37140 BENAIS,1,965,103.63
INDRE ET LOIRE,37150 BLERE,11,5404,203.55
INDRE ET LOIRE,37140 BOURGUEIL,6,3754,159.83
INDRE ET LOIRE,37600 BRIDORE,5,501,998.0
INDRE ET LOIRE,37170 CHAMBRAY LES TOURS,36,12087,297.84
INDRE ET LOIRE,37390 CHANCEAUX SUR CHOISILLE,3,3573,83.96
INDRE ET LOIRE,37290 CHARNIZAY,1,483,207.04
INDRE ET LOIRE,37330 CHATEAU LA VALLIERE,5,1752,285.39
INDRE ET LOIRE,37110 CHATEAU RENAULT,22,4632,474.96
INDRE ET LOIRE,37190 CHEILLE,1,1900,52.63
INDRE ET LOIRE,37370 CHEMILLE SUR DEME,2,720,277.78
INDRE ET LOIRE,37500 CHINON,32,8414,380.32
INDRE ET LOIRE,37150 CHISSEAUX,1,601,166.39
INDRE ET LOIRE,37140 CHOUZE SUR LOIRE,3,2174,137.99
INDRE ET LOIRE,37310 CIGOGNE,2,472,423.73
INDRE ET LOIRE,37130 CINQ MARS LA PILE,1,4000,25.0
INDRE ET LOIRE,37340 CLERE LES PINS,2,1420,140.85
INDRE ET LOIRE,37320 CORMERY,3,1897,158.14
INDRE ET LOIRE,37140 COTEAUX SUR LOIRE,1,1908,52.41
INDRE ET LOIRE,37240 CUSSAY,1,576,173.61
INDRE ET LOIRE,37160 DESCARTES,10,3341,299.31
INDRE ET LOIRE,37320 ESVRES,5,6374,78.44
INDRE ET LOIRE,37230 FONDETTES,16,11372,140.7
INDRE ET LOIRE,37460 GENILLE,2,1544,129.53
INDRE ET LOIRE,37300 JOUE LES TOURS,39,38842,100.41
INDRE ET LOIRE,37220 L ILE BOUCHARD,5,1620,308.64
INDRE ET LOIRE,37350 LA CELLE GUENAND,1,386,259.07
INDRE ET LOIRE,37160 LA CELLE ST AVANT,1,1069,93.55
INDRE ET LOIRE,37150 LA CROIX EN TOURAINE,3,2553,117.51
INDRE ET LOIRE,37390 LA MEMBROLLE SUR CHOISILLE,10,3330,300.3
INDRE ET LOIRE,37520 LA RICHE,14,10452,133.95
INDRE ET LOIRE,37500 LA ROCHE CLERMAULT,1,557,179.53
INDRE ET LOIRE,37700 LA VILLE AUX DAMES,5,5648,88.53
INDRE ET LOIRE,37130 LANGEAIS,12,4430,270.88
INDRE ET LOIRE,37270 LARCAY,1,2623,38.12
INDRE ET LOIRE,37110 LE BOULAY,1,829,120.63
INDRE ET LOIRE,37350 LE GRAND PRESSIGNY,4,900,444.44
INDRE ET LOIRE,37460 LE LIEGE,2,333,600.6
INDRE ET LOIRE,37110 LES HERMITES,3,583,514.58
INDRE ET LOIRE,37130 LIGNIERES DE TOURAINE,1,1344,74.4
INDRE ET LOIRE,37240 LIGUEIL,15,2145,699.3
INDRE ET LOIRE,37530 LIMERAY,1,1283,77.94
INDRE ET LOIRE,37600 LOCHES,39,6758,577.09
INDRE ET LOIRE,37230 LUYNES,7,5226,133.95
INDRE ET LOIRE,37150 LUZILLE,1,1000,100.0
INDRE ET LOIRE,37240 MANTHELAN,2,1405,142.35
INDRE ET LOIRE,37120 MARIGNY MARMANDE,2,618,323.62
INDRE ET LOIRE,37390 METTRAY,5,2148,232.77
INDRE ET LOIRE,37380 MONNAIE,6,4857,123.53
INDRE ET LOIRE,37250 MONTBAZON,3,4937,60.77
INDRE ET LOIRE,37270 MONTLOUIS SUR LOIRE,13,11430,113.74
INDRE ET LOIRE,37460 MONTRESOR,2,318,628.93
INDRE ET LOIRE,37260 MONTS,6,8177,73.38
INDRE ET LOIRE,37600 MOUZAY,1,473,211.42
INDRE ET LOIRE,37530 NAZELLES NEGRON,4,3741,106.92
INDRE ET LOIRE,37360 NEUILLE PONT PIERRE,6,2260,265.49
INDRE ET LOIRE,37370 NEUVY LE ROI,3,1128,265.96
INDRE ET LOIRE,37390 NOTRE DAME D OE,7,4439,157.69
INDRE ET LOIRE,37800 NOUATRE,1,810,123.46
INDRE ET LOIRE,37380 NOUZILLY,2,1262,158.48
INDRE ET LOIRE,37210 PARCAY MESLAY,2,2608,76.69
INDRE ET LOIRE,37600 PERRUSSON,1,1440,69.44
INDRE ET LOIRE,37530 POCE SUR CISSE,5,1837,272.18
INDRE ET LOIRE,37290 PREUILLY SUR CLAISE,6,1046,573.61
INDRE ET LOIRE,37310 REIGNAC SUR INDRE,1,1330,75.19
INDRE ET LOIRE,37140 RESTIGNE,1,1149,87.03
INDRE ET LOIRE,37380 REUGNY,4,1806,221.48
INDRE ET LOIRE,37120 RICHELIEU,8,1638,488.4
INDRE ET LOIRE,37190 RIVARENNES,3,1005,298.51
INDRE ET LOIRE,37210 ROCHECORBON,5,3301,151.47
INDRE ET LOIRE,37360 ROUZIERS DE TOURAINE,1,1375,72.73
INDRE ET LOIRE,37190 SACHE,1,1421,70.37
INDRE ET LOIRE,37550 ST AVERTIN,18,15418,116.75
INDRE ET LOIRE,37500 ST BENOIT LA FORET,8,865,924.86
INDRE ET LOIRE,37320 ST BRANCHS,3,2683,111.82
INDRE ET LOIRE,37370 ST CHRISTOPHE SUR LE NAIS,1,1096,91.24
INDRE ET LOIRE,37540 ST CYR SUR LOIRE,32,17083,187.32
INDRE ET LOIRE,37800 ST EPAIN,2,1518,131.75
INDRE ET LOIRE,37600 ST FLOVIER,3,589,509.34
INDRE ET LOIRE,37270 ST MARTIN LE BEAU,3,3242,92.54
INDRE ET LOIRE,37370 ST PATERNE RACAN,1,1728,57.87
INDRE ET LOIRE,37700 ST PIERRE DES CORPS,14,15933,87.87
INDRE ET LOIRE,37800 STE MAURE DE TOURAINE,14,4165,336.13
INDRE ET LOIRE,37340 SAVIGNE SUR LATHAN,3,1332,225.23
INDRE ET LOIRE,37510 SAVONNIERES,2,3407,58.7
INDRE ET LOIRE,37360 SEMBLANCAY,6,2216,270.76
INDRE ET LOIRE,37500 SEUILLY,3,414,724.64
INDRE ET LOIRE,37250 SORIGNY,4,2983,134.09
INDRE ET LOIRE,37530 SOUVIGNY DE TOURAINE,1,397,251.89
INDRE ET LOIRE,37310 TAUXIGNY ST BAULD,1,1720,58.14
INDRE ET LOIRE,37260 THILOUZE,1,1826,54.76
INDRE ET LOIRE,37100 TOURS,277,141133,196.27
INDRE ET LOIRE,37320 TRUYES,4,2461,162.54
INDRE ET LOIRE,37250 VEIGNE,5,6854,72.95
INDRE ET LOIRE,37270 VERETZ,2,4773,41.9
INDRE ET LOIRE,37210 VERNOU SUR BRENNE,2,2930,68.26
INDRE ET LOIRE,37110 VILLEDOMER,2,1325,150.94
INDRE ET LOIRE,37460 VILLELOIN COULANGE,3,589,509.34
INDRE ET LOIRE,37260 VILLEPERDUE,1,1121,89.21
INDRE ET LOIRE,37210 VOUVRAY,5,3460,144.51
INDRE ET LOIRE,37290 YZEURES SUR CREUSE,2,1371,145.88
ISERE,38114 ALLEMOND,1,968,103.31
ISERE,38580 ALLEVARD,6,4069,147.46
ISERE,38150 ANJOU,1,1038,96.34
ISERE,38490 AOSTE,6,2920,205.48
ISERE,38140 APPRIEU,5,3692,135.43
ISERE,38550 AUBERIVES SUR VAREZE,1,1494,66.93
ISERE,38142 AURIS,1,189,529.1
ISERE,38880 AUTRANS MEAUDRE EN VERCORS,3,3094,96.96
ISERE,38530 BARRAUX,2,2063,96.95
ISERE,38270 BEAUREPAIRE,22,5092,432.05
ISERE,38190 BERNIN,2,3298,60.64
ISERE,38690 BIOL,5,1578,316.86
ISERE,38330 BIVIERS,6,2417,248.24
ISERE,38300 BOURGOIN JALLIEU,95,30437,312.12
ISERE,38320 BRIE ET ANGONNES,3,2555,117.42
ISERE,38690 BURCIN,1,447,223.71
ISERE,38110 CESSIEU,1,3323,30.09
ISERE,38690 CHABONS,4,2198,181.98
ISERE,38560 CHAMP SUR DRAC,3,3378,88.81
ISERE,38260 CHAMPIER,1,1609,62.15
ISERE,38410 CHAMROUSSE,1,443,225.73
ISERE,38150 CHANAS,4,2752,145.35
ISERE,38530 CHAPAREILLAN,3,3157,95.03
ISERE,38490 CHARANCIEU,1,773,129.37
ISERE,38790 CHARANTONNAY,1,2040,49.02
ISERE,38850 CHARAVINES,4,2058,194.36
ISERE,38230 CHARVIEU CHAVAGNEUX,8,10541,75.89
ISERE,38670 CHASSE SUR RHONE,4,6525,61.3
ISERE,38440 CHATONNAY,2,1998,100.1
ISERE,38160 CHATTE,6,2622,228.83
ISERE,38230 CHAVANOZ,2,5158,38.77
ISERE,38160 CHEVRIERES,1,760,131.58
ISERE,38850 CHIRENS,2,2562,78.06
ISERE,38460 CHOZEAU,1,1033,96.81
ISERE,38640 CLAIX,6,8054,74.5
ISERE,38930 CLELLES EN TRIEVES,3,587,511.07
ISERE,38690 COLOMBE,3,1833,163.67
ISERE,38630 CORBELIN,2,2410,82.99
ISERE,38700 CORENC,7,4309,162.45
ISERE,38970 CORPS,5,429,1165.5
ISERE,38500 COUBLEVIE,10,5817,171.91
ISERE,38210 CRAS,1,438,228.31
ISERE,38460 CREMIEU,9,3608,249.45
ISERE,38830 CRETS EN BELLEDONNE,6,3503,171.28
ISERE,38510 CREYS MEPIEU,1,1609,62.15
ISERE,38920 CROLLES,14,8723,160.5
ISERE,38790 DIEMOZ,2,2955,67.68
ISERE,38110 DOLOMIEU,4,3275,122.14
ISERE,38300 DOMARIN,3,1694,177.1
ISERE,38420 DOMENE,13,6852,189.73
ISERE,38130 ECHIROLLES,68,36926,184.15
ISERE,38300 ECLOSE BADINIERES,1,1543,64.81
ISERE,38380 ENTRE DEUX GUIERS,4,1927,207.58
ISERE,38780 ESTRABLIN,2,3756,53.25
ISERE,38320 EYBENS,23,10200,225.49
ISERE,38690 EYDOCHE,1,549,182.15
ISERE,38780 EYZIN PINET,2,2412,82.92
ISERE,38260 FARAMANS,4,1168,342.47
ISERE,38110 FAVERGES DE LA TOUR,1,1514,66.05
ISERE,38600 FONTAINE,35,22684,154.29
ISERE,38120 FONTANIL CORNILLON,7,3445,203.19
ISERE,38190 FROGES,3,3390,88.5
ISERE,38290 FRONTONAS,1,2158,46.34
ISERE,38610 GIERES,9,7440,120.97
ISERE,38260 GILLONNAY,1,1059,94.43
ISERE,38570 GONCELIN,2,2502,79.94
ISERE,38540 GRENAY,1,1643,60.86
ISERE,38000 GRENOBLE,298,158601,187.89
ISERE,38540 HEYRIEUX,7,4899,142.89
ISERE,38750 HUEZ,4,1296,308.64
ISERE,38140 IZEAUX,4,2183,183.23
ISERE,38270 JARCIEU,2,1158,172.71
ISERE,38200 JARDIN,3,2211,135.69
ISERE,38560 JARRIE,3,4000,75.0
ISERE,38080 L ISLE D ABEAU,15,17362,86.4
ISERE,38110 LA BATIE MONTGASCON,2,2073,96.48
ISERE,38500 LA BUISSE,5,3580,139.66
ISERE,38110 LA CHAPELLE DE LA TOUR,3,1999,150.08
ISERE,38260 LA COTE ST ANDRE,22,5066,434.27
ISERE,38260 LA FRETTE,1,1115,89.69
ISERE,38770 LA MOTTE D AVEILLANS,4,1762,227.01
ISERE,38350 LA MURE D ISERE,20,5133,389.64
ISERE,38140 LA MURETTE,1,1896,52.74
ISERE,38134 LA SURE EN CHARTREUSE,1,1088,91.91
ISERE,38660 LA TERRASSE,5,2587,193.27
ISERE,38110 LA TOUR DU PIN,26,8338,311.83
ISERE,38700 LA TRONCHE,25,6572,380.4
ISERE,38290 LA VERPILLIERE,7,7737,90.47
ISERE,38930 LALLEY,1,188,531.91
ISERE,38250 LANS EN VERCORS,6,2819,212.84
ISERE,38520 LE BOURG D OISANS,13,2920,445.21
ISERE,38190 LE CHAMP PRES FROGES,1,1347,74.24
ISERE,38570 LE CHEYLAS,1,2420,41.32
ISERE,38142 LE FRENEY D OISANS,2,261,766.28
ISERE,38690 LE GRAND LEMPS,4,3147,127.11
ISERE,38450 LE GUA,1,1902,52.58
ISERE,38550 LE PEAGE DE ROUSSILLON,16,6643,240.86
ISERE,38480 LE PONT DE BEAUVOISIN,12,3724,322.23
ISERE,38800 LE PONT DE CLAIX,13,10921,119.04
ISERE,38660 LE TOUVET,5,3221,155.23
ISERE,38420 LE VERSOUD,4,5005,79.92
ISERE,38490 LES ABRETS EN DAUPHINE,9,6840,131.58
ISERE,38190 LES ADRETS,1,1103,90.66
ISERE,38630 LES AVENIERES VEYRINS THUE,8,7857,101.82
ISERE,38138 LES COTES D AREY,1,2066,48.4
ISERE,38860 LES DEUX ALPES,2,1956,102.25
ISERE,38300 LES EPARRES,2,1007,198.61
ISERE,38370 LES ROCHES DE CONDRIEU,2,2064,96.9
ISERE,38220 LIVET ET GAVET,1,1268,78.86
ISERE,38660 LUMBIN,2,2232,89.61
ISERE,38200 LUZINAY,1,2493,40.11
ISERE,38270 MARCOLLIN,2,627,318.98
ISERE,38710 MENS,5,1486,336.47
ISERE,38240 MEYLAN,30,19124,156.87
ISERE,38300 MEYRIE,1,1120,89.29
ISERE,38440 MEYRIEU LES ETANGS,1,1054,94.88
ISERE,38380 MIRIBEL LES ECHELLES,1,1781,56.15
ISERE,38430 MOIRANS,16,7725,207.12
ISERE,38270 MOISSIEU SUR DOLON,2,736,271.74
ISERE,38650 MONESTIER DE CLERMONT,9,1495,602.01
ISERE,38390 MONTALIEU VERCIEU,8,3564,224.47
ISERE,38330 MONTBONNOT ST MARTIN,6,6116,98.1
ISERE,38620 MONTFERRAT,3,1862,161.12
ISERE,38122 MONTSEVEROUX,2,1013,197.43
ISERE,38510 MORESTEL,10,4567,218.96
ISERE,38160 MURINAIS,1,413,242.13
ISERE,38350 NANTES EN RATIER,1,491,203.67
ISERE,38300 NIVOLAS VERMELLE,1,2785,35.91
ISERE,38470 NOTRE DAME DE L OSIER,1,530,188.68
ISERE,38360 NOYAREY,3,2398,125.1
ISERE,38270 PACT,1,881,113.51
ISERE,38119 PIERRE CHATEL,1,1517,65.92
ISERE,38660 PLATEAU DES PETITES ROCHES,5,2506,199.52
ISERE,38320 POISAT,4,2147,186.31
ISERE,38230 PONT DE CHERUY,12,6153,195.03
ISERE,38680 PONT EN ROYANS,3,833,360.14
ISERE,38780 PONT EVEQUE,11,5890,186.76
ISERE,38530 PONTCHARRA,14,7557,185.26
ISERE,38260 PORTE DES BONNEVAUX,3,2137,140.38
ISERE,38950 QUAIX EN CHARTREUSE,2,957,208.99
ISERE,38140 RENAGE,2,3413,58.6
ISERE,38680 RENCUREL,1,357,280.11
ISERE,38420 REVEL,2,1367,146.31
ISERE,38121 REVENTIN VAUGRIS,1,2077,48.15
ISERE,38140 RIVES SUR FURE,10,6678,149.75
ISERE,38110 ROCHETOIRIN,1,1138,87.87
ISERE,38150 ROUSSILLON,17,8704,195.31
ISERE,38940 ROYBON,2,1128,177.3
ISERE,38300 RUY MONTCEAU,2,4882,40.97
ISERE,38080 ST ALBAN DE ROCHE,4,2207,181.24
ISERE,38490 ST ANDRE LE GAZ,5,2866,174.46
ISERE,38160 ST ANTOINE L ABBAYE,2,1285,155.64
ISERE,38620 ST BUEIL,1,716,139.66
ISERE,38890 ST CHEF,4,4008,99.8
ISERE,38110 ST CLAIR DE LA TOUR,7,3587,195.15
ISERE,38370 ST CLAIR DU RHONE,4,3763,106.3
ISERE,38110 ST DIDIER DE LA TOUR,3,2181,137.55
ISERE,38120 ST EGREVE,31,18132,170.97
ISERE,38960 ST ETIENNE DE CROSSEY,2,2694,74.24
ISERE,38590 ST ETIENNE DE ST GEOIRS,13,3415,380.67
ISERE,38620 ST GEOIRE EN VALDAINE,7,2441,286.77
ISERE,38790 ST GEORGES D ESPERANCHE,3,3571,84.01
ISERE,38450 ST GEORGES DE COMMIERS,2,2724,73.42
ISERE,38650 ST GUILLAUME,1,244,409.84
ISERE,38260 ST HILAIRE DE LA COTE,1,1634,61.2
ISERE,38840 ST HILAIRE DU ROSIER,3,1974,151.98
ISERE,38350 ST HONORE,2,838,238.66
ISERE,38330 ST ISMIER,11,7392,148.81
ISERE,38440 ST JEAN DE BOURNAY,12,4861,246.86
ISERE,38430 ST JEAN DE MOIRANS,4,3673,108.9
ISERE,38110 ST JEAN DE SOUDAIN,2,1735,115.27
ISERE,38134 ST JOSEPH DE RIVIERE,2,1274,156.99
ISERE,38540 ST JUST CHALEYSSIN,1,2724,36.71
ISERE,38380 ST LAURENT DU PONT,18,4608,390.62
ISERE,38080 ST MARCEL BEL ACCUEIL,2,1548,129.2
ISERE,38160 ST MARCELLIN,23,7854,292.84
